Symbol	Entrez GeneID	U2OS	HeLa-Whitfield	Foreskin fibroblasts	HaCaT	Total # of datasets
SEPHS1	22929	No	Yes	Yes	No	2
hCAP-D3	23310	No	Yes	Yes	No	2
KIAA0841	23354	No	Yes	Yes	No	2
CDC42EP4	23580	No	Yes	Yes	No	2
ORC3L	23595	No	Yes	Yes	No	2
GMNN	51053	No	Yes	Yes	No	2
RAB23	51715	No	Yes	Yes	No	2
SLC25A36	55186	No	Yes	Yes	No	2
FLJ10719	55215	No	Yes	Yes	No	2
ABHD10	55347	No	Yes	Yes	No	2
ATF7IP	55729	No	Yes	Yes	No	2
BCDIN3	56257	No	Yes	Yes	No	2
LOC58486	58486	No	Yes	Yes	No	2
FLJ13912	64785	No	Yes	Yes	No	2
C22orf18	79019	No	Yes	Yes	No	2
CDK7	1022	No	Yes	No	Yes	2
DKC1	1736	No	Yes	No	Yes	2
DR1	1810	No	Yes	No	Yes	2
HLXB9	3110	No	Yes	No	Yes	2
IFIT1	3434	No	Yes	No	Yes	2
MGAT2	4247	No	Yes	No	Yes	2
MID1	4281	No	Yes	No	Yes	2
MITF	4286	No	Yes	No	Yes	2
ODF2	4957	No	Yes	No	Yes	2
OLR1	4973	No	Yes	No	Yes	2
PNN	5411	No	Yes	No	Yes	2
RAN	5901	No	Yes	No	Yes	2
SS18	6760	No	Yes	No	Yes	2
STCH	6782	No	Yes	No	Yes	2
TFF3	7033	No	Yes	No	Yes	2
TSN	7247	No	Yes	No	Yes	2
TUBB	7280	No	Yes	No	Yes	2
ZNF217	7764	No	Yes	No	Yes	2
H2AFL	8334	No	Yes	No	Yes	2
TTF2	8458	No	Yes	No	Yes	2
SCYB14	9547	No	Yes	No	Yes	2
KIAA0155	9646	No	Yes	No	Yes	2
RNTRE	9712	No	Yes	No	Yes	2
DNAJC6	9829	No	Yes	No	Yes	2
SV2B	9899	No	Yes	No	Yes	2
RBM8A	9939	No	Yes	No	Yes	2
FEM1B	10116	No	Yes	No	Yes	2
TIP47	10226	No	Yes	No	Yes	2
CTCF	10664	No	Yes	No	Yes	2
SNK	10769	No	Yes	No	Yes	2
MSE55	11135	No	Yes	No	Yes	2
KIAA0197	23279	No	Yes	No	Yes	2
IDN3	25836	No	Yes	No	Yes	2
LOC51141	51141	No	Yes	No	Yes	2
FLJ20094	54819	No	Yes	No	Yes	2
KIAA1404	57169	No	Yes	No	Yes	2
TERA	58516	No	Yes	No	Yes	2
FLJ13110	65055	No	Yes	No	Yes	2
HMGE	80273	No	Yes	No	Yes	2
JPO1	83879	No	Yes	No	Yes	2
MGC14386	91433	No	Yes	No	Yes	2
ADH4	127	No	Yes	No	No	1
AOC2	314	No	Yes	No	No	1
BIRC2	329	No	Yes	No	No	1
ARHGDIB	397	No	Yes	No	No	1
ASIP	434	No	Yes	No	No	1
RERE	473	No	Yes	No	No	1
BBS2	583	No	Yes	No	No	1
BMP2	650	No	Yes	No	No	1
C4B	721	No	Yes	No	No	1
C6	729	No	Yes	No	No	1
C8orf1	734	No	Yes	No	No	1
C11orf5	741	No	Yes	No	No	1
CAPS	828	No	Yes	No	No	1
CASP3	836	No	Yes	No	No	1
CCND1	893	No	Yes	No	No	1
CD24	934	No	Yes	No	No	1
CDC42	998	No	Yes	No	No	1
CHML	1122	No	Yes	No	No	1
ABCC2	1244	No	Yes	No	No	1
CNN2	1265	No	Yes	No	No	1
COL7A1	1294	No	Yes	No	No	1
CRK	1398	No	Yes	No	No	1
CRYBA1	1411	No	Yes	No	No	1
CSH2	1443	No	Yes	No	No	1
CTSD	1509	No	Yes	No	No	1
DDX8	1659	No	Yes	No	No	1
DF	1675	No	Yes	No	No	1
DSCR1	1827	No	Yes	No	No	1
DUSP4	1846	No	Yes	No	No	1
EGFL5	1955	No	Yes	No	No	1
FABP1	2168	No	Yes	No	No	1
FANCD	2177	No	Yes	No	No	1
TUBB	2280	No	Yes	No	No	1
FRZB	2487	No	Yes	No	No	1
GAS1	2619	No	Yes	No	No	1
GAS6	2621	No	Yes	No	No	1
GCSH	2653	No	Yes	No	No	1
GNB1	2782	No	Yes	No	No	1
GPRK6	2870	No	Yes	No	No	1
NR3C1	2908	No	Yes	No	No	1
H4F2	3022	No	Yes	No	No	1
HIF1A	3091	No	Yes	No	No	1
HLA-DNA	3111	No	Yes	No	No	1
HLA-DRA	3122	No	Yes	No	No	1
HOXB4	3214	No	Yes	No	No	1
HRAS	3265	No	Yes	No	No	1
ILF2	3608	No	Yes	No	No	1
INDO	3620	No	Yes	No	No	1
INSM1	3642	No	Yes	No	No	1
ITGB3	3690	No	Yes	No	No	1
ITPR1	3708	No	Yes	No	No	1
ITPR3	3710	No	Yes	No	No	1
KPNB1	3837	No	Yes	No	No	1
KRAS2	3845	No	Yes	No	No	1
LBC	3928	No	Yes	No	No	1
LMNA	4000	No	Yes	No	No	1
MATN2	4147	No	Yes	No	No	1
MDM2	4193	No	Yes	No	No	1
MLLT4	4301	No	Yes	No	No	1
MUC1	4582	No	Yes	No	No	1
NAB1	4664	No	Yes	No	No	1
NFIC	4782	No	Yes	No	No	1
NKTR	4820	No	Yes	No	No	1
NMB	4828	No	Yes	No	No	1
NNMT	4837	No	Yes	No	No	1
PIK3CD	5293	No	Yes	No	No	1
UBL3	5412	No	Yes	No	No	1
POLA	5422	No	Yes	No	No	1
PPP1R2	5504	No	Yes	No	No	1
PPP2CA	5515	No	Yes	No	No	1
PPP3CA	5530	No	Yes	No	No	1
PRKAR1A	5573	No	Yes	No	No	1
MAPK13	5603	No	Yes	No	No	1
MAP2K6	5608	No	Yes	No	No	1
PRPSAP1	5635	No	Yes	No	No	1
PSEN1	5663	No	Yes	No	No	1
PTMS	5763	No	Yes	No	No	1
PTPN9	5780	No	Yes	No	No	1
RAB3A	5864	No	Yes	No	No	1
ROCK1	6093	No	Yes	No	No	1
RPS25	6230	No	Yes	No	No	1
SERPINB3	6317	No	Yes	No	No	1
SGK	6446	No	Yes	No	No	1
SH3GL2	6456	No	Yes	No	No	1
SHC1	6464	No	Yes	No	No	1
SLC22A3	6581	No	Yes	No	No	1
SMARCB1	6598	No	Yes	No	No	1
SMARCD1	6602	No	Yes	No	No	1
SRD5A1	6715	No	Yes	No	No	1
SRF	6722	No	Yes	No	No	1
SSR3	6747	No	Yes	No	No	1
STAT5B	6777	No	Yes	No	No	1
STK9	6792	No	Yes	No	No	1
TCFL1	6944	No	Yes	No	No	1
TFAP2A	7020	No	Yes	No	No	1
TIMP1	7076	No	Yes	No	No	1
TSG101	7251	No	Yes	No	No	1
TUBA2	7278	No	Yes	No	No	1
TYMS	7298	No	Yes	No	No	1
VCAM1	7412	No	Yes	No	No	1
VCL	7414	No	Yes	No	No	1
VEGFC	7424	No	Yes	No	No	1
YWHAH	7533	No	Yes	No	No	1
ZNF42	7593	No	Yes	No	No	1
ZNF183	7737	No	Yes	No	No	1
TUBA3	7846	No	Yes	No	No	1
FXR1	8087	No	Yes	No	No	1
H2BFL	8347	No	Yes	No	No	1
H4FH	8365	No	Yes	No	No	1
STK15	8465	No	Yes	No	No	1
KMO	8564	No	Yes	No	No	1
D21S2056E	8568	No	Yes	No	No	1
AOC3	8639	No	Yes	No	No	1
FADD	8772	No	Yes	No	No	1
HDAC3	8841	No	Yes	No	No	1
TSC22	8848	No	Yes	No	No	1
CDC16	8881	No	Yes	No	No	1
MBD4	8930	No	Yes	No	No	1
AP3D1	8943	No	Yes	No	No	1
PSCD3	9265	No	Yes	No	No	1
TRIP8	9323	No	Yes	No	No	1
PLAB	9518	No	Yes	No	No	1
KIAA0026	9643	No	Yes	No	No	1
KIAA0170	9656	No	Yes	No	No	1
KIAA0677	9682	No	Yes	No	No	1
MRPL19	9801	No	Yes	No	No	1
TOMM70A	9868	No	Yes	No	No	1
KIAA0618	9883	No	Yes	No	No	1
TRAP150	9967	No	Yes	No	No	1
DMTF1	9988	No	Yes	No	No	1
IL18BP	10068	No	Yes	No	No	1
RNUT1	10073	No	Yes	No	No	1
G3BP	10146	No	Yes	No	No	1
EBI3	10148	No	Yes	No	No	1
APACD	10190	No	Yes	No	No	1
INADL	10207	No	Yes	No	No	1
SLC17A2	10246	No	Yes	No	No	1
UK114	10247	No	Yes	No	No	1
STAG1	10274	No	Yes	No	No	1
ABCA7	10347	No	Yes	No	No	1
SSP29	10541	No	Yes	No	No	1
ERN2	10595	No	Yes	No	No	1
USP16	10600	No	Yes	No	No	1
WS-3	10671	No	Yes	No	No	1
C1orf2	10712	No	Yes	No	No	1
AP4B1	10717	No	Yes	No	No	1
STAG3	10734	No	Yes	No	No	1
MAP3K2	10746	No	Yes	No	No	1
P5-1	10866	No	Yes	No	No	1
ME3	10873	No	Yes	No	No	1
TOM34	10953	No	Yes	No	No	1
ZPBP	11055	No	Yes	No	No	1
ZWINT	11130	No	Yes	No	No	1
PWP1	11137	No	Yes	No	No	1
CBX3	11335	No	Yes	No	No	1
KIAA1008	22894	No	Yes	No	No	1
KIAA1018	22909	No	Yes	No	No	1
SLC4A1AP	22950	No	Yes	No	No	1
KIAA0855	23015	No	Yes	No	No	1
KIAA0916	23077	No	Yes	No	No	1
TAB2	23118	No	Yes	No	No	1
KIAA0306	23152	No	Yes	No	No	1
KIAA0802	23255	No	Yes	No	No	1
KIAA0978	23393	No	Yes	No	No	1
FREQ	23413	No	Yes	No	No	1
CAPN7	23473	No	Yes	No	No	1
KIAA0176	23510	No	Yes	No	No	1
RPL13A	23521	No	Yes	No	No	1
ZNF281	23528	No	Yes	No	No	1
CCRK	23552	No	Yes	No	No	1
IGSF4	23705	No	Yes	No	No	1
ARHGAP8	23779	No	Yes	No	No	1
DJ328E19.C1.1	25832	No	Yes	No	No	1
DKFZP434C245	25886	No	Yes	No	No	1
FLJ12890	25904	No	Yes	No	No	1
DKFZP564D0764	25925	No	Yes	No	No	1
DKFZP566C134	25948	No	Yes	No	No	1
E2IG4	25987	No	Yes	No	No	1
DKFZP434J046	26170	No	Yes	No	No	1
HTF9C	27037	No	Yes	No	No	1
APEXL2	27301	No	Yes	No	No	1
MYLE	28955	No	Yes	No	No	1
MRPS18B	28973	No	Yes	No	No	1
PRO0650	29056	No	Yes	No	No	1
HSPC150	29089	No	Yes	No	No	1
HSPC163	29097	No	Yes	No	No	1
BRD7	29117	No	Yes	No	No	1
HSU53209	29896	No	Yes	No	No	1
TRN2	30000	No	Yes	No	No	1
LOC51003	51003	No	Yes	No	No	1
LOC51004	51004	No	Yes	No	No	1
LOC51042	51042	No	Yes	No	No	1
LOC51055	51055	No	Yes	No	No	1
MRPS2	51116	No	Yes	No	No	1
LOC51170	51170	No	Yes	No	No	1
LOC51240	51240	No	Yes	No	No	1
LOC51334	51334	No	Yes	No	No	1
HSPC148	51503	No	Yes	No	No	1
HSPC207	51526	No	Yes	No	No	1
HSPC216	51530	No	Yes	No	No	1
HSPC228	51534	No	Yes	No	No	1
LOC51700	51700	No	Yes	No	No	1
SKIP	51763	No	Yes	No	No	1
"ESTs,"	54094	No	Yes	No	No	1
LOC54104	54104	No	Yes	No	No	1
FLJ20039	54794	No	Yes	No	No	1
FLJ20159	54841	No	Yes	No	No	1
FLJ20259	54870	No	Yes	No	No	1
FLJ20280	54876	No	Yes	No	No	1
FLJ20539	54972	No	Yes	No	No	1
FLJ20624	55003	No	Yes	No	No	1
FLJ20699	55020	No	Yes	No	No	1
FLJ20847	55048	No	Yes	No	No	1
FLJ10103	55070	No	Yes	No	No	1
UACA	55075	No	Yes	No	No	1
FLJ10154	55082	No	Yes	No	No	1
FLJ10422	55140	No	Yes	No	No	1
FLJ10511	55156	No	Yes	No	No	1
HSRTSBETA	55556	No	Yes	No	No	1
FLJ20008	55599	No	Yes	No	No	1
FLJ20036	55602	No	Yes	No	No	1
FLJ20093	55608	No	Yes	No	No	1
FLJ20425	55646	No	Yes	No	No	1
FLJ20510	55655	No	Yes	No	No	1
FLJ20552	55658	No	Yes	No	No	1
FLJ10461	55710	No	Yes	No	No	1
FLJ10466	55712	No	Yes	No	No	1
FLJ11264	55790	No	Yes	No	No	1
FLJ11269	55791	No	Yes	No	No	1
RAD18	56852	No	Yes	No	No	1
DKFZp547O146	56976	No	Yes	No	No	1
DJ37E16.5	57026	No	Yes	No	No	1
SET07	57108	No	Yes	No	No	1
CTL2	57153	No	Yes	No	No	1
KIAA1265	57181	No	Yes	No	No	1
LCHN	57189	No	Yes	No	No	1
SEPN1	57190	No	Yes	No	No	1
KIAA1547	57668	No	Yes	No	No	1
KIAA1586	57691	No	Yes	No	No	1
KIAA1598	57698	No	Yes	No	No	1
CIA	57727	No	Yes	No	No	1
ZF	58487	No	Yes	No	No	1
AFAP	60312	No	Yes	No	No	1
MDS025	60492	No	Yes	No	No	1
FLJ22609	63899	No	Yes	No	No	1
TASR2	63902	No	Yes	No	No	1
BK1048E9.5	63909	No	Yes	No	No	1
FLJ12788	64427	No	Yes	No	No	1
NUCKS	64710	No	Yes	No	No	1
FLJ12892	64770	No	Yes	No	No	1
FLJ22376	64773	No	Yes	No	No	1
FLJ23053	64942	No	Yes	No	No	1
hypothetical	65057	No	Yes	No	No	1
FLJ11021	65117	No	Yes	No	No	1
MGC5338	79028	No	Yes	No	No	1
MGC5302	79070	No	Yes	No	No	1
LENG8	79162	No	Yes	No	No	1
FLJ13154	79650	No	Yes	No	No	1
FLJ13287	79700	No	Yes	No	No	1
FLJ22557	79768	No	Yes	No	No	1
PP591	80308	No	Yes	No	No	1
KIAA1712	80817	No	Yes	No	No	1
KIAA1716	80855	No	Yes	No	No	1
MGC13204	83695	No	Yes	No	No	1
MGC4604	83745	No	Yes	No	No	1
GAJ	84057	No	Yes	No	No	1
DKFZP434A1315	84072	No	Yes	No	No	1
FLJ11626	84118	No	Yes	No	No	1
TEM8	84168	No	Yes	No	No	1
DKFZp434D1428	84213	No	Yes	No	No	1
MGC3207	84245	No	Yes	No	No	1
MGC10911	84262	No	Yes	No	No	1
MGC13064	84305	No	Yes	No	No	1
MGC10540	84313	No	Yes	No	No	1
MGC5254	84325	No	Yes	No	No	1
MGC15716	84330	No	Yes	No	No	1
MGC4816	84515	No	Yes	No	No	1
PNAS-127	84520	No	Yes	No	No	1
HT023	84571	No	Yes	No	No	1
ORP6	84615	No	Yes	No	No	1
MGC2306	84724	No	Yes	No	No	1
MGC10850	84736	No	Yes	No	No	1
FLJ14761	84921	No	Yes	No	No	1
MGC15482	84961	No	Yes	No	No	1
MGC19556	91673	No	Yes	No	No	1
dJ383J4.3	91687	No	Yes	No	No	1
IDI2	91734	No	Yes	No	No	1
MGC20533	93323	No	Yes	No	No	1
LOC114223	114223	No	Yes	No	No	1
BLM	641	No	No	Yes	Yes	2
BTG1	694	No	No	Yes	Yes	2
CDK2	1017	No	No	Yes	Yes	2
CTGF	1490	No	No	Yes	Yes	2
CTPS	1503	No	No	Yes	Yes	2
EPOR	2057	No	No	Yes	Yes	2
ETV1	2115	No	No	Yes	Yes	2
GATA2	2624	No	No	Yes	Yes	2
HOXA9	3205	No	No	Yes	Yes	2
NEDD9	4739	No	No	Yes	Yes	2
OPCML	4978	No	No	Yes	Yes	2
POLE	5426	No	No	Yes	Yes	2
POLE2	5427	No	No	Yes	Yes	2
RBBP6	5930	No	No	Yes	Yes	2
RFP	5987	No	No	Yes	Yes	2
RGS7	6000	No	No	Yes	Yes	2
APOBEC3B	9582	No	No	Yes	Yes	2
CAP350	9857	No	No	Yes	Yes	2
MPHOSPH9	10198	No	No	Yes	Yes	2
BTN3A2	11118	No	No	Yes	Yes	2
KIAA0907	22889	No	No	Yes	Yes	2
CDC2L6	23097	No	No	Yes	Yes	2
LARP1	23367	No	No	Yes	Yes	2
SRGAP2	23380	No	No	Yes	Yes	2
SLC7A11	23657	No	No	Yes	Yes	2
HNRNPG-T	27288	No	No	Yes	Yes	2
SPA17	53340	No	No	Yes	Yes	2
H2AFV	94239	No	No	Yes	Yes	2
EFHC1	114327	No	No	Yes	Yes	2
RPL39L	116832	No	No	Yes	Yes	2
LOC146909	146909	No	No	Yes	Yes	2
ANKRD46	157567	No	No	Yes	Yes	2
ADA	100	No	No	Yes	No	1
ATP6V1A	523	No	No	Yes	No	1
DST	667	No	No	Yes	No	1
CALM3	808	No	No	Yes	No	1
CCK	885	No	No	Yes	No	1
CDK4	1019	No	No	Yes	No	1
CSE1L	1434	No	No	Yes	No	1
DHX9	1660	No	No	Yes	No	1
DNMT3B	1789	No	No	Yes	No	1
ATN1	1822	No	No	Yes	No	1
DTYMK	1841	No	No	Yes	No	1
EMX2	2018	No	No	Yes	No	1
ETV5	2119	No	No	Yes	No	1
EZH2	2146	No	No	Yes	No	1
FALZ	2186	No	No	Yes	No	1
FGFR3	2261	No	No	Yes	No	1
GLE1L	2733	No	No	Yes	No	1
HIST1H1C	3006	No	No	Yes	No	1
HRBL	3268	No	No	Yes	No	1
IL7R	3575	No	No	Yes	No	1
IMPA2	3613	No	No	Yes	No	1
ING2	3622	No	No	Yes	No	1
KCNJ8	3764	No	No	Yes	No	1
KRT7	3855	No	No	Yes	No	1
KRT19	3880	No	No	Yes	No	1
SMAD3	4088	No	No	Yes	No	1
MC4R	4160	No	No	Yes	No	1
MCM7	4176	No	No	Yes	No	1
MMP10	4319	No	No	Yes	No	1
MMP16	4325	No	No	Yes	No	1
MRE11A	4361	No	No	Yes	No	1
MSH5	4439	No	No	Yes	No	1
MTHFD1	4522	No	No	Yes	No	1
MYBL1	4603	No	No	Yes	No	1
PCDH7	5099	No	No	Yes	No	1
EXOSC9	5393	No	No	Yes	No	1
PTGFR	5737	No	No	Yes	No	1
RAD51L1	5890	No	No	Yes	No	1
RBL1	5933	No	No	Yes	No	1
RFC3	5983	No	No	Yes	No	1
RFC5	5985	No	No	Yes	No	1
SFRS6	6431	No	No	Yes	No	1
SKP2	6502	No	No	Yes	No	1
TROVE2	6738	No	No	Yes	No	1
SUV39H1	6839	No	No	Yes	No	1
NR2F1	7025	No	No	Yes	No	1
TFDP1	7027	No	No	Yes	No	1
TGFBR3	7049	No	No	Yes	No	1
TUBA1	7277	No	No	Yes	No	1
WHSC1	7468	No	No	Yes	No	1
XPO1	7514	No	No	Yes	No	1
XRCC4	7518	No	No	Yes	No	1
LRP8	7804	No	No	Yes	No	1
SNN	8303	No	No	Yes	No	1
MAD1L1	8379	No	No	Yes	No	1
HIRIP3	8479	No	No	Yes	No	1
HAT1	8520	No	No	Yes	No	1
STC2	8614	No	No	Yes	No	1
TNFRSF10D	8793	No	No	Yes	No	1
DLEU2	8847	No	No	Yes	No	1
PER2	8864	No	No	Yes	No	1
TIMELESS	8914	No	No	Yes	No	1
MAP3K6	9064	No	No	Yes	No	1
CSPG6	9126	No	No	Yes	No	1
SLC24A1	9187	No	No	Yes	No	1
LRRFIP2	9209	No	No	Yes	No	1
GPR51	9568	No	No	Yes	No	1
NR1D1	9572	No	No	Yes	No	1
PDIA4	9601	No	No	Yes	No	1
KEAP1	9817	No	No	Yes	No	1
PSF1	9837	No	No	Yes	No	1
DCLRE1A	9937	No	No	Yes	No	1
PARP2	10038	No	No	Yes	No	1
RBM5	10181	No	No	Yes	No	1
HRMT1L3	10196	No	No	Yes	No	1
RFP2	10206	No	No	Yes	No	1
DDX39	10212	No	No	Yes	No	1
DLEU1	10301	No	No	Yes	No	1
TUBGCP3	10426	No	No	Yes	No	1
HYOU1	10525	No	No	Yes	No	1
RNASEH2A	10535	No	No	Yes	No	1
GAS2L1	10634	No	No	Yes	No	1
HNRPUL1	11100	No	No	Yes	No	1
FAF1	11124	No	No	Yes	No	1
SUPT16H	11198	No	No	Yes	No	1
KIAA1102	22998	No	No	Yes	No	1
TMCC1	23023	No	No	Yes	No	1
PEG10	23089	No	No	Yes	No	1
GGA3	23163	No	No	Yes	No	1
C19orf7	23211	No	No	Yes	No	1
KIAA0367	23273	No	No	Yes	No	1
DNAJC13	23317	No	No	Yes	No	1
KIAA1005	23322	No	No	Yes	No	1
ITGB3BP	23421	No	No	Yes	No	1
ABCA5	23461	No	No	Yes	No	1
ORC6L	23594	No	No	Yes	No	1
AMACR	23600	No	No	Yes	No	1
RUSC1	23623	No	No	Yes	No	1
NUP62	23636	No	No	Yes	No	1
RABGAP1	23637	No	No	Yes	No	1
SDF2L1	23753	No	No	Yes	No	1
RAD54B	25788	No	No	Yes	No	1
CIZ1	25792	No	No	Yes	No	1
DKFZP586A0522	25840	No	No	Yes	No	1
PRKD2	25865	No	No	Yes	No	1
OLFML2B	25903	No	No	Yes	No	1
MLH3	27030	No	No	Yes	No	1
SLC43A3	29015	No	No	Yes	No	1
hCAP-H2	29781	No	No	Yes	No	1
ACF	29974	No	No	Yes	No	1
ZNF291	49855	No	No	Yes	No	1
MRPS16	51021	No	No	Yes	No	1
ABHD5	51099	No	No	Yes	No	1
C1orf41	51668	No	No	Yes	No	1
C21orf45	54069	No	No	Yes	No	1
FLJ20105	54821	No	No	Yes	No	1
LUZP5	54892	No	No	Yes	No	1
FLJ20641	55010	No	No	Yes	No	1
PHIP	55023	No	No	Yes	No	1
CDCA4	55038	No	No	Yes	No	1
ZWILCH	55055	No	No	Yes	No	1
ODZ3	55714	No	No	Yes	No	1
CDK5RAP2	55755	No	No	Yes	No	1
BM039	55839	No	No	Yes	No	1
MRS2L	57380	No	No	Yes	No	1
KIAA1641	57730	No	No	Yes	No	1
ZNF250	58500	No	No	Yes	No	1
C1orf135	79000	No	No	Yes	No	1
MGC5576	79022	No	No	Yes	No	1
XTP3TPA	79077	No	No	Yes	No	1
C4orf15	79441	No	No	Yes	No	1
C16orf33	79622	No	No	Yes	No	1
FBXO31	79791	No	No	Yes	No	1
CCDC15	80071	No	No	Yes	No	1
FLJ13111	80152	No	No	Yes	No	1
CCDC2	80173	No	No	Yes	No	1
FBXO11	80204	No	No	Yes	No	1
Cep63	80254	No	No	Yes	No	1
C1orf25	81627	No	No	Yes	No	1
LOC81691	81691	No	No	Yes	No	1
ASCC2	84164	No	No	Yes	No	1
KIAA1799	84455	No	No	Yes	No	1
LMNB2	84823	No	No	Yes	No	1
BC002942	91289	No	No	Yes	No	1
MGC16943	112479	No	No	Yes	No	1
SSX2IP	117178	No	No	Yes	No	1
ABHD3	171586	No	No	Yes	No	1
TUBB	203068	No	No	Yes	No	1
C18orf24	220134	No	No	Yes	No	1
C6orf130	221443	No	No	Yes	No	1
DKFZp586I1420	222161	No	No	Yes	No	1
MGC87042	256227	No	No	Yes	No	1
SEC31A	22872	No	No	No	Yes	1
SLC35D2	11046	No	No	No	Yes	1
LAMB1	3912	No	No	No	Yes	1
C10orf26	54838	No	No	No	Yes	1
CBX4	8535	No	No	No	Yes	1
HNRNPA3	220988	No	No	No	Yes	1
SHMT2	6472	No	No	No	Yes	1
WAPAL	23063	No	No	No	Yes	1
ZNF12	7559	No	No	No	Yes	1
GAPVD1	26130	No	No	No	Yes	1
CHMP5	51510	No	No	No	Yes	1
CCNG1	900	No	No	No	Yes	1
TCF7L2	6934	No	No	No	Yes	1
IER5L	389792	No	No	No	Yes	1
RNF6	6049	No	No	No	Yes	1
EPS15	2060	No	No	No	Yes	1
IKBKB	3551	No	No	No	Yes	1
DTX2	113878	No	No	No	Yes	1
FOXN2	3344	No	No	No	Yes	1
C1orf96	126731	No	No	No	Yes	1
PSMC6	5706	No	No	No	Yes	1
SVIL	6840	No	No	No	Yes	1
CANT1	124583	No	No	No	Yes	1
CCNC	892	No	No	No	Yes	1
PCMTD2	55251	No	No	No	Yes	1
MTO1	25821	No	No	No	Yes	1
IBTK	25998	No	No	No	Yes	1
LSM5	23658	No	No	No	Yes	1
MTDH	92140	No	No	No	Yes	1
MPZL2	10205	No	No	No	Yes	1
ACAA1	30	No	No	No	Yes	1
TCEAL4	79921	No	No	No	Yes	1
TSPYL1	7259	No	No	No	Yes	1
SOCS6	9306	No	No	No	Yes	1
TSNAX	7257	No	No	No	Yes	1
OPTN	10133	No	No	No	Yes	1
HMGN4	10473	No	No	No	Yes	1
AKTIP	64400	No	No	No	Yes	1
FAM179B	23116	No	No	No	Yes	1
ERCC5	2073	No	No	No	Yes	1
IFIT3	3437	No	No	No	Yes	1
C6orf132	647024	No	No	No	Yes	1
IQGAP3	128239	No	No	No	Yes	1
FMR1	2332	No	No	No	Yes	1
ZNF131	7690	No	No	No	Yes	1
CNOT2	4848	No	No	No	Yes	1
TACC2	10579	No	No	No	Yes	1
YTHDC2	64848	No	No	No	Yes	1
ITM2B	9445	No	No	No	Yes	1
TBC1D2	55357	No	No	No	Yes	1
C1RL	51279	No	No	No	Yes	1
PPP2R3C	55012	No	No	No	Yes	1
RNF31	55072	No	No	No	Yes	1
KDM2A	22992	No	No	No	Yes	1
IL18	3606	No	No	No	Yes	1
SGPL1	8879	No	No	No	Yes	1
RBM7	10179	No	No	No	Yes	1
STS	412	No	No	No	Yes	1
TRIM16	10626	No	No	No	Yes	1
SEC24D	9871	No	No	No	Yes	1
RBM26	64062	No	No	No	Yes	1
ZNF302	55900	No	No	No	Yes	1
CEBPB	1051	No	No	No	Yes	1
FNBP1L	54874	No	No	No	Yes	1
ANAPC10	10393	No	No	No	Yes	1
FAIM	55179	No	No	No	Yes	1
NFU1	27247	No	No	No	Yes	1
CDC73	79577	No	No	No	Yes	1
TMEM27	57393	No	No	No	Yes	1
PDCD4	27250	No	No	No	Yes	1
ITGBL1	9358	No	No	No	Yes	1
GNA15	2769	No	No	No	Yes	1
DENND4A	10260	No	No	No	Yes	1
MED4	29079	No	No	No	Yes	1
ATF1	466	No	No	No	Yes	1
USP33	23032	No	No	No	Yes	1
ABAT	18	No	No	No	Yes	1
PSMD10	5716	No	No	No	Yes	1
LAMP2	3920	No	No	No	Yes	1
CCNT2	905	No	No	No	Yes	1
DPYD	1806	No	No	No	Yes	1
KLHL28	54813	No	No	No	Yes	1
NDUFA5	4698	No	No	No	Yes	1
ZFAND1	79752	No	No	No	Yes	1
WBP4	11193	No	No	No	Yes	1
MRFAP1L1	114932	No	No	No	Yes	1
CDS1	1040	No	No	No	Yes	1
ZNF518A	9849	No	No	No	Yes	1
ERBB2IP	55914	No	No	No	Yes	1
ELMO2	63916	No	No	No	Yes	1
C17orf75	64149	No	No	No	Yes	1
CLDN4	1364	No	No	No	Yes	1
ATF2	1386	No	No	No	Yes	1
C12orf29	91298	No	No	No	Yes	1
LGR4	55366	No	No	No	Yes	1
PIR	8544	No	No	No	Yes	1
CARKD	55739	No	No	No	Yes	1
TTC37	9652	No	No	No	Yes	1
CREB3L2	64764	No	No	No	Yes	1
CALB1	793	No	No	No	Yes	1
RNF111	54778	No	No	No	Yes	1
CEP192	55125	No	No	No	Yes	1
BTF3	689	No	No	No	Yes	1
UBE2B	7320	No	No	No	Yes	1
PAWR	5074	No	No	No	Yes	1
ARFIP1	27236	No	No	No	Yes	1
GABARAPL1	23710	No	No	No	Yes	1
TGFB2	7042	No	No	No	Yes	1
GALNT5	11227	No	No	No	Yes	1
PUM2	23369	No	No	No	Yes	1
VPS4B	9525	No	No	No	Yes	1
WDR11	55717	No	No	No	Yes	1
ARID4B	51742	No	No	No	Yes	1
RAD17	5884	No	No	No	Yes	1
FAM100B	283991	No	No	No	Yes	1
PTCH1	5727	No	No	No	Yes	1
UBR2	23304	No	No	No	Yes	1
FBXO3	26273	No	No	No	Yes	1
NFYC	4802	No	No	No	Yes	1
KIAA0240	23506	No	No	No	Yes	1
EXOSC8	11340	No	No	No	Yes	1
CEP76	79959	No	No	No	Yes	1
SNX1	6642	No	No	No	Yes	1
ELK3	2004	No	No	No	Yes	1
SLFN12	55106	No	No	No	Yes	1
KLF3	51274	No	No	No	Yes	1
CEP135	9662	No	No	No	Yes	1
MED13	9969	No	No	No	Yes	1
C4orf34	201895	No	No	No	Yes	1
IFIT5	24138	No	No	No	Yes	1
